Identificador,Sexo,Grupo,Grado,Grado_num,Grado_num2,Trabaja,No_trabaja,Ocupacion,Ocupacion_otro,Personas_hogar,Ing_hogar,Municipio,Clave_mun,prob_Contaminacion,prob_Convivencia,prob_Corrupcion,prob_Desarrollo_urbano,prob_Desastres.naturales,prob_Desigualdad,prob_Deuda_publica,prob_Economia,prob_Educacion,prob_Empleo,prob_Imparticion_justicia,prob_Participacion_ciudadana,prob_Pobreza,prob_Salud,prob_Seguridad_publica,prob_Servicios_publicos,prob_Transparencia,prob_Transporte,prob_Vivienda,prob_Ninguno,prob_Otro,Sat_luz,Sat_gas,Sat_agua,Sat_policia,Sat_trans_pub,Sat_estacionamiento,Sat_basura,Sat_internet,Sat_mercados,Informacion,Informacion_otro,Interes_politica,Iden_presidente,Iden_diploc,Iden_dipfed,Voto18,No_voto18,No_voto18_otro,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,PE_7,PE_8,PP12M_1,PP12M_2,PP12M_3,PP12M_4,PP12M_5,PP12M_6,PP12M_7,Manif_1,Manif_2,Manif_3,Manif_4,SentirPP_1,SentirPP_2,SentirPP_3,SentirPP_4,SentirPP_5,SentirPP_6,Iden_Plebiscito,Iden_Referendum,Iden_Ratificacion_Constitucional,Iden_Iniciativa_Ciudadana,Iden_Ratificacion_Mandato,Iden_Revocacion_Mandato,Iden_Consulta_Popular,Iden_Presupuesto_Participativo,Iden_Comparecencia_Publica,Iden_Proyecto_Social,Iden_Asamblea_Popular,Iden_Ayuntamiento_Abierto,Iden_Colaboracion_Popular,Iden_Planeacion_Participativa,Iden_Dialogo_Colaborativo,Iden_Contraloria_Social,Part_Plebiscito,Part_Referendum,Part_Ratificacion_Constitucional,Part_Iniciativa_Ciudadana,Part_Ratificacion_Mandato,Part_Revocacion_Mandato,Part_Consulta_Popular,Part_Presupuesto_Participativo,Part_Comparecencia_Publica,Part_Proyecto_Social,Part_Asamblea_Popular,Part_Ayuntamiento_Abierto,Part_Colaboracion_Popular,Part_Planeacion_Participativa,Part_Dialogo_Colaborativo,Part_Contraloria_Social,Opinion_cuenta,ID_gob,wf2
250,2,1,5,4,,2,2,,,2,3,Zapopan,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,86
251,2,1,5,4,,1,,1,,2,3,Guadalajara,39,,,,1,,,,,,1,,,,,1,,,,,,,2,2,2,3,3,4,3,2,2,1,,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,1121
252,2,1,5,4,,1,,1,,2,1,Zapopan,120,,,,,,,,,,,1,,,,1,,,,,,,2,3,2,3,2,3,2,3,5,4,,2,1,2,2,1,,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,,,,,2,2,3,,1,2,,,1,2,,2,459,3207
253,2,1,5,4,,2,4,,,3,8,Guadalajara,39,,,1,1,,,,1,,,,,,,,,,,,,,2,2,2,3,3,3,2,3,2,4,,2,1,2,2,2,6,,2,2,3,2,3,3,2,2,2,2,1,2,2,1,2,,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,,,,,,2,460,11296
254,2,1,5,4,,1,,4,,4,4,Guadalajara,39,,,,,,,,,,,,,,,1,,,,,,,2,1,4,4,3,4,4,1,5,4,,2,1,1,1,1,,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,461,2349
255,2,1,6,6,,1,,4,,5,6,Zapopan,120,,,1,,,,,1,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,1,4,,4,1,2,2,1,,,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,,2,,2,,2,2,,,2,2,2,2,,2,2,2,462,1715
256,1,1,5,4,,1,,5,,5,8,Zapopan,120,,,,,,1,,,,,,,1,,1,,,,,,,1,1,4,2,3,3,1,1,1,1,,3,1,2,2,1,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,463,4461
257,1,1,5,4,,1,,1,,3,6,Guadalajara,39,1,,,,,,,,,,1,,,,1,,,,,,,2,2,3,3,2,4,2,3,2,3,,2,2,2,2,1,,,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,464,943
258,2,1,5,5,,1,,1,,4,5,Guadalajara,39,,,,,,,,,,1,1,,,1,,,,,,,,1,1,1,4,1,4,1,3,6,4,,3,1,1,2,1,,,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,,,3,,3,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,,1,2,2,1,,,1,2,,2,,,,1,465,1797
259,2,1,5,4,,1,,5,,3,6,Guadalajara,39,,1,,,,,,1,,,,,,,1,,,,,,,2,2,1,3,3,2,2,2,2,4,,1,1,2,2,1,,,2,5,5,5,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,,2,,2,2,2,2,,2,2,,,,,,,2,466,971
260,2,1,5,4,,1,,5,,4,7,Tlajomulco de Zúñiga,97,,,,,,,,,,,,,,,1,1,,1,,,,1,1,1,3,5,1,2,3,5,4,,3,1,2,2,1,,,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,,,,,3,3,3,1,3,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,,,,2,2,2,1,1,,2,2,,,2,,2,2,467,874
261,2,1,5,4,,2,2,,,4,4,Guadalajara,39,,,1,,,,,,,,1,,,1,,,,,,,,2,2,2,3,3,3,3,3,2,3,,2,1,2,2,1,,,2,3,4,3,3,3,2,4,1,2,1,1,2,2,2,,,,,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,468,172
262,2,1,6,2,,1,,1,,2,7,Guadalajara,39,,,1,1,,,,,,,,,,,1,,,,,,,2,2,4,4,3,2,2,3,2,4,,3,1,2,2,1,,,1,1,1,1,3,3,2,1,1,2,2,2,2,2,2,,,,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,469,497
263,2,1,5,3,,2,4,,,4,7,Zapopan,120,,1,,,,,,,,,,,,,1,1,,,,,,2,4,4,2,2,2,1,2,2,4,,2,1,2,2,1,,,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,,,,2,,,,,,,2,,2,,,,2,471,3780
264,2,1,5,5,,2,2,,,1,5,Tlaquepaque,98,,,,,,,,,,,,,1,,1,1,,,,,,2,3,3,4,4,3,3,4,3,1,,2,1,1,2,1,,,2,2,3,2,2,3,2,2,1,2,1,2,2,2,1,,,3,,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,3,1,1,2,2,1,1,,1,1,,1,1,2,,3,474,61
265,2,1,5,4,,1,,5,,4,5,El Salto,70,,,,,,,,,,1,,,1,,1,,,,,,,1,1,5,5,2,5,3,3,1,4,,2,1,1,2,1,,,1,4,3,2,2,2,3,2,1,2,2,1,1,2,2,,,,,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,,1,,2,2,2,2,2,1,,,2,,,,,,2,2,475,1797
266,2,1,5,5,,1,,1,,4,3,Guadalajara,39,,,1,,,,,,,,,,,,1,1,,,,,,2,2,2,4,3,4,2,2,2,4,,3,1,2,2,1,,,2,3,3,2,3,4,5,5,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,2,2,2,2,3,2,2,,,,,,,3,476,1980
267,1,1,5,3,,1,,1,,3,3,Puerto Vallarta,67,1,,,,,,,,,,,,,,1,1,,,,,,2,2,2,5,4,5,4,4,3,4,,1,1,1,1,1,,,2,3,3,3,3,2,3,3,2,2,2,2,3,3,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,477,1446
268,2,3,5,4,,1,,1,,1,4,Tlaquepaque,98,1,,,,,,,,,,,,,,1,,,1,,,,2,2,2,3,3,4,2,2,3,1,,2,1,2,2,1,,,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,478,1001
269,2,1,5,4,,2,2,,,3,4,Guadalajara,39,,,,1,,,,,,1,,,,,1,,,,,,,1,2,2,3,3,3,2,1,1,4,,2,1,2,2,1,,,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,,,,,2,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,,,2,2,2,2,1,2,2,2,2,,2,,,,1,480,131
270,2,1,6,1,,1,,1,,2,4,Tepatitlán de Morelos,93,,,,,,,,,,,1,1,,,1,,,,,,,2,2,2,3,3,4,4,4,2,4,,2,1,1,2,1,,,1,1,2,2,2,2,2,3,2,2,1,1,1,1,2,,,,,2,1,2,3,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,2,1,2,2,1,2,,1,2,1,1,2,2,2,2,482,1330
271,1,2,6,2,,1,,5,,10,6,Zapopan,120,,1,,1,,,,,,,,,,,,1,,,,,,2,2,2,2,2,3,2,2,2,5,,1,1,1,1,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,,,3,,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,,2,483,6925
272,2,1,5,4,,2,2,,,2,6,Guadalajara,39,1,,,,,,,,,,,1,,,1,,,,,,,1,2,1,2,1,1,1,1,1,1,,2,1,2,2,1,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,,3,3,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,,,2,1,2,2,1,1,2,2,2,,2,1,,2,2,484,58
273,2,1,5,6,,1,,1,,1,4,Puerto Vallarta,67,,,,1,,,,,1,,,,1,,,,,,,,,3,3,2,3,3,4,2,2,2,4,,1,1,2,2,1,,,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,,,3,,3,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,485,1001
274,2,2,5,5,,2,2,,,3,5,Guadalajara,39,1,,,,,,,,,,,,,,1,1,,,,,,2,2,2,4,2,2,3,3,2,3,,3,1,2,2,1,,,2,2,3,2,3,3,2,2,1,2,1,2,2,2,2,,,,,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,,2,2,2,1,2,,2,1,,,,1,,2,486,102
275,2,1,5,4,,2,2,,,4,4,Zapopan,120,,,,,,,,,1,,,,,1,,,,,,,,4,2,3,2,3,3,2,3,2,1,,3,2,2,2,1,,,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,,3,3,1,3,2,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,2,,,,,,2,,,,2,,,,,,,2,488,172
276,1,4,6,5,,2,3,,,2,6,Zapopan,120,,,,1,,,,,,,,,,,1,,,,1,,,2,2,3,3,3,2,2,3,3,1,,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,265
277,1,1,5,5,,1,,1,,4,6,Puerto Vallarta,67,,,,,,,,,,1,1,1,,,,,,,,,,2,2,1,3,3,3,1,3,2,4,,1,1,2,2,1,,,1,1,1,1,1,1,1,3,1,2,2,1,1,2,2,,,,,3,2,3,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,,1,2,2,2,2,2,2,1,490,1252
278,2,1,5,3,,2,2,,,4,5,Puerto Vallarta,67,,,,,,,,,,1,,,,1,,,,1,,,,2,1,1,3,4,2,1,1,1,4,,1,1,1,1,1,,,1,2,3,1,2,1,1,1,2,1,2,2,1,2,2,,,,,2,3,3,2,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,2,2,2,1,2,2,,,1,2,1,2,2,2,2,2,491,133
279,1,1,5,4,,1,,5,,3,6,Puerto Vallarta,67,,,1,,,,,1,,,,,,,1,,,,,,,2,2,3,3,3,3,2,2,2,4,,2,1,1,2,1,,,1,2,1,2,2,2,2,3,2,1,1,1,2,2,1,,,3,,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,492,943
280,1,2,6,4,,1,,4,,4,7,Tlajomulco de Zúñiga,97,,,,,,,,,,,,,,,1,,,1,,,,1,1,1,4,3,2,2,1,3,4,,3,1,1,1,1,,,1,3,4,2,3,3,2,4,1,2,2,2,2,2,2,,,,,4,4,4,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,,2,2,,2,2,,,2,494,848
281,2,1,5,5,,1,,5,,8,3,Puerto Vallarta,67,,,1,,,,,,,,,,,1,1,,,,,,,3,2,4,4,4,3,2,4,3,3,,2,1,1,1,1,,,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,,,3,,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,,1,1,,2,2,495,6198
282,1,1,5,3,,1,,5,,3,3,Puerto Vallarta,67,,,,,,,,,,1,,,,,1,,,1,,,,1,1,1,4,4,4,3,4,3,1,,2,1,1,2,2,6,,2,4,4,3,4,4,3,4,1,1,1,1,1,2,1,,,3,,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,496,1446
283,1,2,6,2,,1,,4,,4,7,Puerto Vallarta,67,,,1,,,,,1,,,,,,,,,,,,,,1,5,1,2,3,3,2,1,1,3,,3,1,2,2,1,,,1,1,2,1,1,1,1,3,1,2,1,2,1,2,2,,,,,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,497,848
284,2,2,5,4,,2,4,,,4,9,Tepatitlán de Morelos,93,,,,,,,,,1,,,,,,1,,,1,,,,1,1,1,3,2,3,2,3,2,4,,3,1,2,2,1,,,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,2,2,2,,,,,,2,498,43489
285,2,1,5,3,,1,,5,,6,3,Zapopan,120,,,,1,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,3,2,4,,3,1,1,2,1,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,501,3502
286,2,1,5,5,,1,,1,,4,3,Guadalajara,39,,,,,,,,,1,,,,,,1,1,,,,,,2,2,2,3,2,3,3,2,2,3,,1,1,1,1,1,,,1,3,3,2,3,3,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,502,1980
287,1,1,5,6,,1,,5,,3,4,Guadalajara,39,1,,,,,,,,,,,1,,,1,,,,,,,2,2,3,4,2,4,4,4,2,4,,2,1,2,2,1,,,2,2,2,2,3,4,2,3,2,1,2,2,1,1,1,,,3,,2,1,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,2,2,1,2,2,1,1,2,2,1,1,,1,503,1715
288,1,1,5,4,,2,2,,,4,5,Zapopan,120,,,,,,,,,,,,,,,1,,,,,,,2,2,2,4,3,3,2,2,2,1,,2,1,2,2,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,504,129
289,2,1,5,4,,1,,1,,4,3,Guadalajara,39,1,,1,,,,,,,,,,,,1,,,,,,,2,1,2,3,2,3,2,2,1,4,,3,1,2,2,1,,,2,3,4,3,4,4,2,3,2,2,2,2,2,2,2,,,,,,,,,,,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,,2,3,2,2,2,2,,,,,,,,,2,505,1980
290,2,1,5,5,,2,5,,,2,8,Zapopan,120,,,,,,,,1,,,,,,,1,,,1,,,,3,2,2,2,4,3,1,2,2,4,,2,1,2,2,2,7,,1,3,3,3,3,3,3,3,1,2,2,2,2,2,2,,,,,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,506,1104
291,2,1,5,4,,2,2,,,5,2,Guadalajara,39,,,,1,,,,,,1,,,,,,,,,,,,2,2,2,4,4,2,2,2,2,5,,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,307
292,2,1,5,6,,1,,1,,3,4,Guadalajara,39,,,,,,,,1,,1,,,,,1,,,,,,,2,2,2,3,2,3,2,2,1,1,,2,1,2,2,1,,,2,2,3,2,3,3,2,3,1,2,2,1,1,1,1,,,3,,3,1,2,1,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,,2,1,2,2,1,,,1,2,2,2,2,2,1,2,509,1767
293,1,1,5,6,,2,5,,,1,1,Guadalajara,39,1,,1,,,,,,,,,,,,1,,,,,,,2,2,3,4,3,,,,,,,4,2,2,2,1,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,510,1321
294,1,1,5,5,,1,,1,,3,4,Guadalajara,39,,,,,,,,,,1,1,,,,1,,,,,,,2,3,3,4,2,6,2,5,2,1,,2,1,2,2,1,,,2,3,3,2,3,3,2,3,3,2,3,1,3,1,1,,,3,,2,1,1,2,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,3,2,1,1,2,2,,,,,,,,,,2,511,1715
295,2,1,5,5,,1,,5,,6,1,Guadalajara,39,1,,,,,,,,,,,1,,,1,,,,,,,1,1,1,2,1,1,1,1,1,4,,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,10046
296,2,1,6,3,,1,,5,,1,4,Guadalajara,39,,1,,,,,,,,,,,,,1,,,,,,,2,2,2,3,2,2,2,2,3,4,,2,2,2,2,1,,,3,2,3,2,3,3,2,4,2,2,1,2,2,,1,,,3,,2,1,2,1,3,1,,1,,1,1,1,1,1,,1,1,,,1,,1,,2,,1,2,2,1,1,,1,2,,,2,,2,3,513,1001
297,1,1,5,4,,1,,5,,6,8,Zapopan,120,,,1,,,,,,,,1,,,,1,,,,,,,2,2,2,3,3,3,1,1,2,4,,1,1,1,1,1,,,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,,,3,,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,,2,1,,,2,,,,2,515,5935
298,1,1,5,4,,1,,1,,4,8,Zapopan,120,,,1,,,,,,,,,,,,1,1,,,,,,3,2,2,4,2,2,1,4,6,1,,2,2,2,2,2,7,,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,,,,,1,1,3,2,2,2,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,2,2,1,2,2,2,2,2,1,2,,2,2,2,,2,517,3354
299,1,1,5,4,,1,,1,,3,8,Zapopan,120,,,,,,,,,,,1,,,,1,1,,,,,,3,1,4,4,3,2,2,6,2,4,,2,1,2,2,1,,,2,3,3,1,2,2,2,2,2,2,2,2,1,2,2,,,,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,518,2522
300,1,1,5,4,,1,,1,,3,8,Zapopan,120,,,,,,,,,,,1,1,,,,,1,,,,,1,1,3,4,2,3,1,2,2,3,,1,1,2,2,2,3,,1,1,2,2,2,1,1,4,2,2,1,2,2,1,1,,,3,,3,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,,2,1,,,2,,2,,3,519,2522
301,1,1,5,4,,1,,1,,3,7,Guadalajara,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,639
302,1,1,5,4,,1,,4,,3,7,Zapopan,120,,,,,,,,,1,,1,,,,,1,,,,,,2,2,2,3,4,4,3,3,3,4,,1,1,1,2,1,,,2,1,1,1,1,2,1,4,1,2,2,1,2,1,1,,,3,,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,,2,2,2,2,3,521,639
303,1,1,5,3,,1,,4,,3,4,Zapopan,120,1,,,,,,,,,,,,,,1,,,1,,,,2,1,2,4,2,2,1,4,2,3,,2,1,2,2,1,,,2,2,3,,2,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,,,,,,,,1,,,1,,,,,,,1,522,1715
304,1,1,5,4,,1,,1,,2,4,Guadalajara,39,1,,,,,,,,,,,,,,,,,1,1,,,1,1,4,4,3,5,3,1,2,4,,3,2,2,2,1,,,2,3,2,1,4,4,4,4,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,523,1290
305,1,1,5,4,,1,,4,,3,7,Zapopan,120,,,,,,,,,,,,,,,1,,,,,,,2,3,3,4,3,2,2,2,2,4,,1,1,2,2,1,,,2,2,3,2,4,3,2,3,2,2,2,1,2,2,2,,,,,1,1,2,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,2,1,2,1,1,3,3,3,3,2,,2,2,,2,524,639
306,1,1,6,2,,2,2,,,5,5,Guadalajara,39,,,,,,,,,,,1,1,,,1,,,,,,,2,2,4,3,3,5,3,3,5,3,,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,170
307,2,1,5,4,,1,,3,,3,6,Guadalajara,39,1,1,,,,,,,,,,,,,1,,,,,,,2,2,2,3,3,3,2,4,2,4,,2,2,2,2,1,,,3,3,4,2,4,4,3,4,2,2,2,2,2,1,2,,,,,2,1,4,2,3,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,,2,1,2,2,2,,2,1,2,,,2,1,2,2,526,971
308,1,1,5,3,,2,2,,,1,5,Zapopan,120,,,,,,,,1,,,,,,,1,1,,,,,,2,2,2,4,4,3,2,2,2,3,,2,1,2,2,1,,,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,,,,,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,2,1,1,2,2,1,2,2,2,2,2,,2,527,59
309,2,1,5,5,,1,,7,Estudiante,1,4,Zapopan,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,1001
310,1,1,5,4,,1,,1,,2,7,Mixtlán,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,482
311,1,1,5,4,,2,2,,,8,3,Puerto Vallarta,67,,,,,,,,,,,1,,,,1,,,1,,,,1,1,2,4,4,3,1,2,2,4,,2,1,2,2,1,,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,,531,428
312,1,1,5,5,,2,2,,,3,4,,,,,,1,,,,,,,,,,,1,,,1,,,,2,2,2,4,4,4,2,2,2,1,,3,1,2,2,1,,,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,,,,,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,,2,,2,2,,2,538,127
313,1,1,5,4,,1,,1,,4,3,Zapopan,120,,,,,,,,1,,,,,1,,1,,,,,,,2,2,2,3,3,3,4,2,3,4,,4,1,2,2,2,1,,2,5,5,5,5,5,5,5,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,,3,540,1922
314,1,1,5,4,,1,,1,,5,4,Tepatitlán de Morelos,93,,,1,,,,,,1,,,,,,1,,,,,,,2,2,3,4,3,3,2,3,4,1,,2,1,1,2,1,,,1,1,1,1,2,4,2,4,1,2,2,1,1,2,2,,,,,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,1,,,,2,541,3031
315,1,3,5,5,,2,2,,,2,8,Mexticacán,60,,,1,,,,,,,,,,,,1,,1,,,,,2,2,4,4,5,5,4,3,5,4,,3,1,2,2,1,,,2,4,4,4,4,4,2,4,2,2,2,2,2,1,2,,,,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,542,140
316,2,1,5,4,,1,,1,,6,5,Tala,83,,,,,,,,,,,,,,,,,,,,1,,1,1,1,2,2,3,1,4,1,4,,2,1,1,2,1,,,2,2,1,,2,2,2,2,2,1,1,2,2,2,1,,,3,,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,3,546,3177
